6900500	6805,6805
3288250	19394,19394,4750,25651,5592,6395
7269250	23295,23295,27791,20578,24571,8637,26180,2729,10895
9842500	10908,10908,18805,3190,7380,19048,25086,21995,12576
10322250	18575,18575,10702,5185,1731,1880,28967
1110750	20578,20578,3458,12426
1911500	21815,21815,10872,1047,18730,3627
9352750	17133,17133,18075,6548,28759
9351750	20626,20626,28930,2891,17921,14580,11080
2168250	13494,13494,15200,7868
8129250	7868,7868,22999,7045,18097,25733,8637,28617,16323
10401500	13258,13258,18465,8816,12189,20979,27791,22950
7320250	26728,26728
11590500	14821,14821,18741,17512
4115500	26619,26619,14470,21899,6731
3549000	5184,5184
12016750	15784,15784,24277,15584,4807,12078,18741,18612,5661,1000,9671,28662,28653,18353,11849,3647,27437,7061,7248
9592500	18271,18271
3734250	6290,6290
6654750	14261,14261,16110
3031750	12977,12977,16110,27198,15988,19772,11263,27501,14020,3228,7323,18131,18388,26288,13878,2783,29099,21565
1622500	19179,19179,19381,14020,18771,22027,12285,8148,7522,24911
12239250	5856,5856,15838,20519,26288,14536,25618,12271
6619500	5221,5221,16952,3627,21067,1917,15089,15934
10309250	10999,10999,9472,5043,18996,15192,11329,11734,8089,14942
6155250	5015,5015,7850,1773,14020,29203,4220,4059,15661,27653
1561250	22973,22973,12352,24307,989,8495,17706,14261,7096,21511
10790500	7105,7105,15716
9173750	11679,11679,10999,15315,14020,14097,13784,29224,16540,16110,12541,7560
5110750	5590,5590,28399,18167,1739,1004,934,21146,25793,8414,26114,3324,7096
5239500	16939,16939,14360,14153
2316250	1390,1390,15065,23475,28662,6621,28535,10948,20694,18180,9688,9657,26288,26546
8909750	22342,22342,15681,28270,24054,20803
11493000	1533,1533,9072,4694,14661,12453,7868,22727
6301250	20555,20555,13209,14292,14942,8226,25917,11543,8689,8637,1031,12271,574
11874000	12220,12220,1282,18180,4220,4510,10014,29203,13844
8100250	22489,22489,7868
11494250	11196,11196,8676
8163500	26959,26959,18868,22621,15022,28438
4259500	29099,29099,9111,12541,23628,3135,8005,11176,15315,11018
7976750	19813,19813,3228,26806,25483
6099250	13244,13244,11823,25372
4215750	9878,9878,21085,26127,1037,14415,14573,4125,4281,19574,15302,9340,9392,23656,23928,7230,11391,2685,17356,12674
11625250	21628,21628,28017,3740,18990
6700250	7957,7957,18575
10619000	12647,12647
1319000	5797,5797,599,10449
5846250	18200,18200,1831
9671750	26722,26722
47000	1950,1950,23549,2999,18835
6694750	20456,20456,20253,12352,9472,12977,24196,5053,27149,23007,26298,3151,18730,14020,22393
848500	9838,9838,259,19891,23628,2000,7286
8327250	14917,14917
9802000	12888,12888,24601,21501,5883
6234000	4220,4220,4571,21372,18051,3555,17020,12642,12438,16463,1107
650750	17772,17772,18202
11535250	2257,2257,16463,22989
6921750	19197,19197,29497,2367
472000	2963,2963,21565,3515,25333,6211,23584,23748
3625250	4411,4411,16085,20549,18180,21372,6057,26614,5625
3511000	19651,19651,13020,14020
4782250	5724,5724,9658,27791,15359,10778,10193
6780500	29099,29099,10893,25676,4571
6571750	155,155,16540,5661,9193
776750	21146,21146,18730,26006,18388,4329,12717,29084,20695,3228,9991,14182,14153,27401,22043,22359,2128,19829,2963,26699
3168000	3082,3082
10264750	29203,29203
5220750	8689,8689,25240,28438
2050000	10702,10702,21659,15231,11022,17960,18996,26866,5620,5306
5108000	12346,12346,155,14020,23628,7070,15094,22359,22556,15718,3627,10193,27659,10532,4571,4254,29203,29547
6067750	23698,23698
4809750	679,679,23884
4716750	2963,2963,2683,8511,25318,13784,29202,25820
10696000	14887,14887,19615,10635,25420,3740,14153,20979,24440,1995,1666,11022
11114000	25372,25372
2492500	20979,20979,16939,19005
11936000	13020,13020,28470
6848000	8816,8816,24601,23622,12977,26619
10713250	1031,1031,11220,22633,14446,617
6126750	15019,15019,25169,25117
6872750	20393,20393
8940500	24172,24172,16952,251,2655,25917,13784,4571,21838,23928,11080
2428500	1396,1396,22915,17153
3573750	25260,25260,778,15831,11176
9436000	6571,6571,504
9685000	5403,5403,17032,3185
6003750	3913,3913,8792,3393,10726,22749,26618,4750,7737,7868,23628,23698,23480,11679,16944,23013,16176,27487,15414,530,20256,5053,2251,12285
8156500	2198,2198,6951,6665,16420,6447,9620,25214,8842,4078,10999,19974
5915250	15138,15138,2367
892500	18805,18805,18741,239,2669,10306,15217,3647,23403,12688,17446,17180
4557250	21996,21996,27228
1909250	10014,10014,4411,18180,20516,26523,14209,504,15992,24645,6326,12729,23470
8523250	1731,1731,7827,25500
969750	17823,17823,14020,2963,2367,3047
10312750	12352,12352,12886,28201,20164,20367,3627,24503,6154,23783,9563
434750	21911,21911,12656,3228,16972,6104,6542,27511,19394,19973,4571
9212500	14596,14596,7150
9076750	3665,3665,18575,4731,17748
2891500	3627,3627,7467,3047,819,2257,14580,255,14161,20966,26722,13240,8724,4949,11176,8027
2626250	25193,25193,20206
1140750	17823,17823,24172,12541,2251,6741,23782,14261,1293,5736,19421,27060,15395,27912,22313,7868,25651
4814750	26568,26568
11339250	6828,6828
8314250	25933,25933,4834,4626,11196,19416,27618,17770
267250	599,599,8313,13787,21925,679,11679,10690,2367,15549,18829,5053,1237,20297
3742000	26168,26168,5336,14482,21847,2669,13020,7297,23656,11357
1838750	16818,16818
3266750	10066,10066,13888,3228,5416
1247000	25381,25381,25635,5043,20548,18712
4963500	15534,15534,16572,18002,21110,21092
8195000	24519,24519,28410,11080,18024,4078,21672,8943,5185
7657250	29445,29445,7997,3228,2043
10261750	15645,15645,23628,23896,3438,16331,28270,17061,17060,17405,17348,21657,5285,18024,1222,14261,14533,18805,8278,19394
12004000	15307,15307,12754,5081,16463,10452,7680,18683,18958
8745250	7706,7706,23086
10972250	23779,23779,13672,12491
2253250	527,527,1031,28975,9220,437
4035250	3423,3423,3185,11159,8630,27539,9340
3211250	7173,7173,11076,239,15584,23662,4411,11963,16110,12431,17706,3390,26006,6148,27443,27155,10393
10393750	2437,2437,17531,29265,3438
7345250	5845,5845,2750
6358500	16873,16873
8910750	29078,29078,12688,24929,26614,18167,10948,27514,5598,11330
5654000	4571,4571,4300,4775,23861,528,29231,17926,16939,5896
5522250	21672,21672,4479,15315,7048
8528750	15672,15672,15315,27791,16913
7450000	8637,8637,14261,29202,12977,20661,9220,27791
854250	8943,8943,4571,9881
4475750	12068,12068,20536,20551,3719,24944,13592,2227,259,18805,18024,25651,1803,27401,9671,19113,4949,8689,23774,4281
4376250	16155,16155,11524,27407,15631,12790,28368,18281,21225,8689,19993
10054250	4667,4667,20297,1079,19660,11159
380000	12329,12329,22094,5620,14174,1773
8149250	2367,2367,11196,11679,24015,12162,215
9720000	13830,13830,29442,2771
12028500	15311,15311,11196,16540,13390,18496,21975,21392
6334000	23120,23120,10627
7103000	15423,15423,23662,15019,12586,5574,11080
6766250	9109,9109,4307,18805,3977,29547,6988,28945,27791
7190750	9413,9413,14526,27791
10609250	21919,21919,5330,5598,20979,7409,19702,28694,8693
12331000	26614,26614,7542,18180,21758,21739,19540,11330
6458500	8637,8637
4625750	25366,25366,26000,22321,29197,10570,17945,14482,17882,530,10840,22749,1000,11734,3151,24869,24471
1767500	27977,27977,619,14626,7409,20180
2752000	12243,12243,14917,14074,2042,19772,3032,19405,3313,27906,11679,5043,26728,22179,5667
11131750	4039,4039,29472,882
11440500	15584,15584,20608,4731,14226,7936,7411,2179,26576,16540,6571,1803
11111500	27791,27791,12379,4216
12215000	7868,7868,4949,8637,14942,18743,9363,6672,20831,12352,28463
11949750	12063,12063,43,6571,13554,2198,25009,10353,5403
1338750	6571,6571,9620,360,845,12586
2200750	18741,18741,14020,8630,26516,9315,2655,2610,24506,12285,16768,12674
3644250	4381,4381,14661,4775,7127,7230,16406,18843,20388,17781,29473
10302500	12754,12754,6630,2626,18167,7409,14065,26087,14567,23235,8689,28164,679,12162
9839750	18167,18167
10052000	22280,22280,22126,143,12610,12754,7680,3093,11696,21110
4547500	8257,8257
4304250	16846,16846,1155,679,7868,27328,10999,14902,24929
8271000	11280,11280
8216500	28481,28481,25329,25308,6148,3746,14159,18712,22916,22552,27791
4004500	15315,15315,6571,19686,18281
69500	15315,15315,10646,18196,6352,2929,18730,1917,17470,4691
8243500	949,949,14048,11196,11776,29099,3047,24869,4949,4931,4479,18075
4880250	3382,3382,15617,27096
3903500	15514,15514,1392
6264750	1415,1415
11558000	12674,12674,749
232000	7868,7868,7105,18791,21865
10592750	3804,3804,15934,646,25488,13093
12065000	2270,2270,12453
1815750	5067,5067,13998
11169500	953,953,4220,19217,19277,10014,2198
1699500	16716,16716,24715
6713250	24344,24344,17177,24541,14261,18879,18805,27625,2945,2367,1758,5185,16768
9179500	20823,20823,17214,29375,17835,17629,12220,27637,11196
9199500	4081,4081,4578,29099,24969
10229250	18289,18289,24869,24541,8689,21593,22179,23774
11300000	2963,2963,13307,8375,12063
3861500	7868,7868,9899,20470
10224750	1481,1481,25960,21393,4761,2613,11679
4852000	29146,29146,7038
9972250	15138,15138,7963
5812000	20506,20506,2683,19993,4039
8216750	24281,24281
8111500	12790,12790,454,527,23793,23878,11018
7785250	11790,11790
5655250	9131,9131,3702,14048,3228,11196,23669,15645,16500
42000	13390,13390,8890,11578
5238000	527,527,9620,21833,11101,2683,15018,5936,15138
2182750	5131,5131,28184,1539,19643,7059,18808
8215250	25372,25372
11601500	11080,11080,6190,6299,7511,12853,12220
4454500	27117,27117,15019,4059,26699,28184
8385000	23284,23284,19217,9111,26332,1548,8528,504,21110,18080,7680,16463,3458
4378500	11857,11857,22947,16100
3405000	5015,5015
3114000	21092,21092,23928,20536
5078750	9111,9111,12433,9549,27319,23071,27625,23628,7465,7260,8483,7096,18990,10329,554,62,4949,14596,25669,25329,1031,5310,17959,21657,13592
7322250	23861,23861
3675000	9563,9563,14292,10232,8851,15024,6498,20338,11635,7297,1138,13779,16722,1565
5957500	24966,24966
3723750	14020,14020,5598,25372,4078,12271,3406
3312500	21217,21217
6258500	12068,12068
745750	21071,21071,4578,19339,24869,7230,7827,3228
4399750	23207,23207
11307500	8628,8628,24944,20300,12068,18167,22359,5264,27711
8324500	28369,28369,7943,14020,9848,9657,18741
12377250	24427,24427,24447,5492,8689,3151,27946,14020,22313,19405,22556,19023,2729,18075,5799
1969000	12220,12220,4411,5987,15887,5469,18002
5962750	9563,9563,9640,17706,24172,3228,16800,7105,11080,27446,2683,5803,1950,21838,5151
